name;ID;country;province;prefecture/city ;county;latitude;longitude;date;host
JF499817_mosquito_Taiwan_2010;JF499817;Taiwan;NA;NA;NA;NA;NA;2010;mosquito
JF499819_mosquito_Taiwan_2010;JF499819;Taiwan;NA;NA;NA;NA;NA;2010;mosquito
JF499820_mosquito_Taiwan_2010;JF499820;Taiwan;NA;NA;NA;NA;NA;2010;mosquito
JF499822_mosquito_Taiwan_2010;JF499822;Taiwan;NA;NA;NA;NA;NA;2010;mosquito
JF499823_mosquito_Taiwan_2010;JF499823;Taiwan;NA;NA;NA;NA;NA;2010;mosquito
JF499824_mosquito_Taiwan_2010;JF499824;Taiwan;NA;NA;NA;NA;NA;2010;mosquito
JF499825_mosquito_Taiwan_2010;JF499825;Taiwan;NA;NA;NA;NA;NA;2010;mosquito
JF499826_mosquito_Taiwan_2010;JF499826;Taiwan;NA;NA;NA;NA;NA;2010;mosquito
JF499827_mosquito_Taiwan_2010;JF499827;Taiwan;NA;NA;NA;NA;NA;2010;mosquito
JF706268_mosquito_Yunnan_2009;JF706268;mainland China;Yunnan;NA;NA;NA;NA;2009;mosquito
JF706270_mosquito_Guangxi-Beiliu_2006;JF706270;mainland China;Guangxi;Yulin;Beiliu;NA;NA;2006;mosquito
JF706271_mosquito_Guangxi-Beiliu_2006;JF706271;mainland China;Guangxi;Yulin;Beiliu;NA;NA;2006;mosquito
JF706272_mosquito_Yunnan-Dali_2004;JF706272;mainland China;Yunnan;Dali Bai Autonomous Prefecture;Dali;NA;NA;2004;mosquito
JF706273_mosquito_Fujian-Yongtai_2002-06-06;JF706273;mainland China;Fujian;Fuzhou;Yongtai;NA;NA;2002/06/06;mosquito
JF706274_mosquito_Gansu-Baiyin_2008;JF706274;mainland China;Gansu;Baiyin;NA;NA;NA;2008;mosquito
JF706277_mosquito_Henan-Nanyang-Tanghe_2006;JF706277;mainland China;Henan;Nanyang;Tanghe;NA;NA;2006;mosquito
JF706281_mosquito_Yunnan-Weixi_2005;JF706281;mainland China;Yunnan;Diqing Prefecture;Weixi Lisu Autonomous County;NA;NA;2005;mosquito
JF706286_mosquito_Shandong-Jining_2008-07-28;JF706286;mainland China;Shandong;Jining;NA;NA;NA;2008/07/28;mosquito
JF915894_mosquito_Tibet-Mainling_county-MedogCountyNyingchi_2009;JF915894;mainland China;Tibet; Nyingchi;Mainling;NA;NA;2009;mosquito
JN189782_human_India_2009-08-15;JN189782;India;NA;NA;NA;NA;NA;2009/08/15;human
JN189783__human_India_2008;JN189783;India;NA;NA;NA;NA;NA;2008;human
JN189784_human_India_2009;JN189784;India;NA;NA;NA;NA;NA;2009;human
JN189785_human_India_2010;JN189785;India;NA;NA;NA;NA;NA;2010;human
JN216865_mosquito_Zhejiang-Cixi_2009-08;JN216865;mainland China;Zhejiang;Ningbo;Cixi;NA;NA;2009/08;mosquito
JN216866_mosquito_Zhejiang-Cixi_2009-08;JN216866;mainland China;Zhejiang;Ningbo;Cixi;NA;NA;2009/08;mosquito
JN216867_mosquito_Zhejiang-Cixi_2010-08;JN216867;mainland China;Zhejiang;Ningbo;Cixi;NA;NA;2010/08;mosquito
JN216868_mosquito_Zhejiang-Cixi_2010-08;JN216868;mainland China;Zhejiang;Ningbo;Cixi;NA;NA;2010/08;mosquito
JN216869_mosquito_Zhejiang-Cixi_2010-08;JN216869;mainland China;Zhejiang;Ningbo;Cixi;NA;NA;2010/08;mosquito
JN216870_mosquito_Zhejiang-Cixi_2010;JN216870;mainland China;Zhejiang;Ningbo;Cixi;NA;NA;2010;mosquito
JN375542_mosquito_Indonesia_1991;JN375542;Indonesia;NA;NA;NA;NA;NA;1991;mosquito
JN375545_swine_Philippines_1985;JN375545;Philippines;NA;NA;NA;NA;NA;1985;swine
JN375547_mosquito_Indonesia_1978;JN375547;Indonesia;NA;NA;NA;NA;NA;1978;mosquito
JN375550_swine_Philippines_1986;JN375550;Philippines;NA;NA;NA;NA;NA;1986;swine
JN381830_mosquito_Henan-Nanyang-Tanghe_2006;JN381830;mainland China;Henan;Nanyang;Tanghe;NA;NA;2006;mosquito
JN381831_mosquito_Henan-Nanyang-Tanghe_2004;JN381831;mainland China;Henan;Nanyang;Tanghe;NA;NA;2004;mosquito
JN381832_mosquito_Guangxi-Beiliu_2005;JN381832;mainland China;Guangxi;Yulin;Beiliu;NA;NA;2005;mosquito
JN381833_mosquito_Gansu-Baiyin_2008;JN381833;mainland China;Gansu;Yulin;Baiyin;NA;NA;2008;mosquito
JN381834_mosquito_Yunnan-Xishuangbanna_1982-08;JN381834;mainland China;Yunnan;Xishuangbanna Dai Autonomous Prefecture;NA;NA;NA;1982/08;mosquito
JN381835_mosquito_Guangxi-Beiliu_2005;JN381835;mainland China;Guangxi;Yulin;Beiliu;NA;NA;2005;mosquito
JN381836_mosquito_Yunnan-Gongshan_district_2006;JN381836;mainland China;Yunnan;Nujiang Lisu Autonomous Prefecture;Gongshan Dulong Nu Autonomous County;NA;NA;2006;mosquito
JN381837_mosquito_Henan-Nanyang-Tanghe_2006;JN381837;mainland China;Henan;Nanyang;Tanghe;NA;NA;2006;mosquito
JN381840_mosquito_Gansu-Baiyin_2008;JN381840;mainland China;Gansu;Baiyin;NA;NA;NA;2008;mosquito
JN381841_mosquito_Henan_2004;JN381841;mainland China;Henan;NA;NA;NA;NA;2004;mosquito
JN381842_mosquito_Gansu-Baiyin_2008;JN381842;mainland China;Gansu;Baiyin;NA;NA;NA;2008;mosquito
JN381843_mosquito_Gansu-Tianshui_2007;JN381843;mainland China;Gansu;Tianshui;NA;NA;NA;2007;mosquito
JN381844_mosquito_Gansu-Baiyin_2008;JN381844;mainland China;Gansu;Baiyin;NA;NA;NA;2008;mosquito
JN381845_mosquito_Gansu-Baiyin_2008;JN381845;mainland China;Gansu;Baiyin;NA;NA;NA;2008;mosquito
JN381846_mosquito_Shanghai-Fengxian_2003;JN381846;mainland China;Shanghai;Fengxian;NA;NA;NA;2003;mosquito
JN381847_mosquito_Shanghai-Fengxian_2003;JN381847;mainland China;Shanghai;Fengxian;NA;NA;NA;2003;mosquito
JN381849_mosquito_Liaoning_2007;JN381849;mainland China;Liaoning;NA;NA;NA;NA;2007;mosquito
JN381851_mosquito_Yunnan-Baoshan_1979;JN381851;mainland China;Yunnan;Baoshan;NA;NA;NA;1979;mosquito
JN381852_mosquito_Yunnan-Weixi_2005;JN381852;mainland China;Yunnan;Weixi;NA;NA;NA;2005;mosquito
JN381853_human_Yunnan-Dali_1979;JN381853;mainland China;Yunnan;Dali Bai Autonomous Prefecture;Dali;NA;NA;1979;human
JN381854_Yunnan-Dali_2004;JN381854;mainland China;Yunnan;Dali Bai Autonomous Prefecture;Dali;NA;NA;2004;NA
JN381855_mosquito_Yunnan-Jinghong_2004;JN381855;mainland China;Yunnan;Xishuangbanna Dai Autonomous Prefecture;Jinghong;NA;NA;2004;mosquito
JN381856_mosquito_Shanghai_2004;JN381856;mainland China;;Shanghai;NA;NA;NA;2004;mosquito
JN381859_human_Fujian-Nanping_2003;JN381859;mainland China;Fujian;Nanping;NA;NA;NA;2003;human
JN381860_human_Fujian_1954;JN381860;mainland China;Fujian;NA;NA;NA;NA;1954;human
JN381861_mosquito_Yunnan_1998;JN381861;mainland China;Yunnan;NA;NA;NA;NA;1998;mosquito
JN381866_mosquito_Shanghai_2004;JN381866;mainland China;;Shanghai;NA;NA;NA;2004;mosquito
JN381867_human_Fujian-Fuzhou_2002-07-06;JN381867;mainland China;Fujian;Fuzhou;NA;NA;NA;2002/07/06;human
JN381871_human_Yunnan_1954;JN381871;mainland China;Yunnan;NA;NA;NA;NA;1954;human
JN574429_swine_Vietnam_2005;JN574429;Vietnam;NA;NA;NA;NA;NA;2005;swine
JN574430_swine_Vietnam_2005;JN574430;Vietnam;NA;NA;NA;NA;NA;2005;swine
JN574432_Culex_Vietnam_2005;JN574432;Vietnam;NA;NA;NA;NA;NA;2005;Culex
JN587258_mosquito_South_Korea_2010-09-08;JN587258;South Korea;NA;NA;NA;NA;NA;2010/09/08;mosquito
JN587259_mosquito_South_Korea_2010-09-10;JN587259;South Korea;NA;NA;NA;NA;NA;2010/09/10;mosquito
JN587260_mosquito_South_Korea_2010-10-21;JN587260;South Korea;NA;NA;NA;NA;NA;2010/10/21;mosquito
JN587261_mosquito_South_Korea_2008-07-29;JN587261;South Korea;NA;NA;NA;NA;NA;2008/07/29;mosquito
JN643107_swine_Japan_2004;JN643107;Japan;NA;NA;NA;NA;NA;2004;swine
JN643108_swine_Japan_2004;JN643108;Japan;NA;NA;NA;NA;NA;2004;swine
JN703381_human_India_2010-11-19;JN703381;India;NA;NA;NA;NA;NA;19/11/2010;human
JN703382_human_India_2010;JN703382;India;NA;NA;NA;NA;NA;2010;human
JN711458_bat_Guangdong-Huizhou_2009;JN711458;mainland China;Guangdong;Huizhou;NA;NA;NA;2009;bat
JN711459_bat_Hainan-Haikou_2008;JN711459;China;Hainan;Haikou;NA;NA;NA;2008;bat
JN968468_human_India_2010;JN968468;India;NA;NA;NA;NA;NA;2010;human
JN968469_human_Indial_2010;JN968469;Indial;NA;NA;NA;NA;NA;2010;human
JN968470_human_India_2010;JN968470;India;NA;NA;NA;NA;NA;2010;human
JN968471_human_India_2010;JN968471;India;NA;NA;NA;NA;NA;2010;human
JN968472_human_India_2010;JN968472;India;NA;NA;NA;NA;NA;2010;human
JN968473_human_India_2010;JN968473;India;NA;NA;NA;NA;NA;2010;human
JN968474_human_India_2010;JN968474;India;NA;NA;NA;NA;NA;2010;human
JN968475_human_India_2010;JN968475;India;NA;NA;NA;NA;NA;2010;human
JN968476_human_India_2010;JN968476;India;NA;NA;NA;NA;NA;2010;human
JN968477_human_India_2010;JN968477;India;NA;NA;NA;NA;NA;2010;human
JQ086762_mosquito_Yunnan-Jinghong_2009-09-01;JQ086762;mainland China;Yunnan;Xishuangbanna Dai Autonomous Prefecture;Jinghong;NA;NA;2009/09/01;mosquito
JQ086763_swine_Yunnan-Jinghong_2009;JQ086763;mainland China;Yunnan;Xishuangbanna Dai Autonomous Prefecture;Jinghong;NA;NA;2009;swine
JQ390453_human_Vietnam_1997;JQ390453;Vietnam;NA;NA;NA;NA;NA;1997;human
JQ411661_mosquito_Sichuan-Nanchong_2007-08-02;JQ411661;mainland China;Sichuan;Nanchong;NA;NA;NA;2007/08/02;mosquito
JQ411662_mosquito_Sichuan-Nanchong_2007;JQ411662;mainland China;Sichuan;Nanchong;NA;NA;NA;2007;mosquito
JQ411663_mosquito_Sichuan-Nanchong_2007-08-02;JQ411663;mainland China;Sichuan;Nanchong;NA;NA;NA;2007/08/02;mosquito
JQ411664_mosquito_Sichuan-Nanchong_2007-08-02;JQ411664;mainland China;Sichuan;Nanchong;NA;NA;NA;2007/08/02;mosquito
JQ411665_mosquito_Sichuan-Nanchong_2007;JQ411665;mainland China;Sichuan;Nanchong;NA;NA;NA;2007;mosquito
JQ411666_mosquito_Sichuan-Luzhou_2007-08-08;JQ411666;mainland China;Sichuan;Luzhou;NA;NA;NA;2007/08/08;mosquito
JQ411667_mosquito_Sichuan-Luzhou_2007-08-08;JQ411667;mainland China;Sichuan;Luzhou;NA;NA;NA;2007/08/08;mosquito
JQ411668_mosquito_Sichuan-Neijiang_2008-08-11;JQ411668;mainland China;Sichuan;Neijiang;NA;NA;NA;2008/08/11;mosquito
JQ411669_mosquito_Sichuan-Zhiyang_2009-08-20;JQ411669;mainland China;Sichuan;Zhiyang;NA;NA;NA;2009/08/20;mosquito
JQ411670_mosquito_Sichuan-Zhiyang_2009-08-20;JQ411670;mainland China;Sichuan;Zhiyang;NA;NA;NA;2009/08/20;mosquito
JQ411671_mosquito_Sichuan-Yibin_2009-08-12;JQ411671;mainland China;Sichuan;Yibin;NA;NA;NA;2009/08/12;mosquito
JQ411672_mosquito_Sichuan-Yibin_2009-08-12;JQ411672;mainland China;Sichuan;Yibin;NA;NA;NA;2009/08/12;mosquito
JQ411673_mosquito_Sichuan-Yibin_2009-08-12;JQ411673;mainland China;Sichuan;Yibin;NA;NA;NA;2009/08/12;mosquito
JQ429287_mosquito_Indonesia_1974;JQ429287;Indonesia;NA;NA;NA;NA;NA;1974;mosquito
JQ429288_mosquito_Indonesia_1979-02;JQ429288;Indonesia;NA;NA;NA;NA;NA;1979/02/01;mosquito
JQ429289_mosquito_Indonesia_1979-04;JQ429289;Indonesia;NA;NA;NA;NA;NA;1979/04/01;mosquito
JQ429290_mosquito_Indonesia_1979-04;JQ429290;Indonesia;NA;NA;NA;NA;NA;1979/04/01;mosquito
JQ429291_mosquito_Indonesia_1979-01;JQ429291;Indonesia;NA;NA;NA;NA;NA;1979/01/01;mosquito
JQ429292_mosquito_Indonesia_1979-10;JQ429292;Indonesia;NA;NA;NA;NA;NA;1979/10/01;mosquito
JQ429293_mosquito_Indonesia_1979-03;JQ429293;Indonesia;NA;NA;NA;NA;NA;1979/03/01;mosquito
JQ429294_mosquito_Indonesia_1979-03;JQ429294;Indonesia;NA;NA;NA;NA;NA;1979/03/01;mosquito
JQ429295_mosquito_Indonesia_1979-11;JQ429295;Indonesia;NA;NA;NA;NA;NA;1979/11/01;mosquito
JQ429296_mosquito_Indonesia_1979-11;JQ429296;Indonesia;NA;NA;NA;NA;NA;1979/11/01;mosquito
JQ429297_mosquito_Indonesia_1979-10;JQ429297;Indonesia;NA;NA;NA;NA;NA;1979/10/01;mosquito
JQ429298_mosquito_Indonesia_1979-11;JQ429298;Indonesia;NA;NA;NA;NA;NA;1979/11/01;mosquito
JQ429300_mosquito_Indonesia_1979-12;JQ429300;Indonesia;NA;NA;NA;NA;NA;1979/12/01;mosquito
JQ429301_mosquito_Indonesia_1979-12;JQ429301;Indonesia;NA;NA;NA;NA;NA;1979/12/01;mosquito
JQ429303_mosquito_Indonesia_1979;JQ429303;Indonesia;NA;NA;NA;NA;NA;1979;mosquito
JQ429308_mosquito_Indonesia_1987;JQ429308;Indonesia;NA;NA;NA;NA;NA;1987;mosquito
JQ429309_mosquito_Indonesia_1981;JQ429309;Indonesia;NA;NA;NA;NA;NA;1981;mosquito
JQ434468_human_India_2007;JQ434468;India;NA;NA;NA;NA;NA;2007;human
JQ937333_mosquito_Hubei-Yichang-zigui_2008;JQ937333;mainland China;Hubei;Yichang;zigui;NA;NA;2008;mosquito
JQ937334_mosquito_Hubei-Yichang-zigui_2009;JQ937334;mainland China;Hubei;Yichang;zigui;NA;NA;2009;mosquito
JQ937335_mosquito_Chongqing-Yubei_2009;JQ937335;mainland China;Chongqing;Yubei;NA;NA;NA;2009;mosquito
JQ937336_Hubei-Yichang-zigui_2009;JQ937336;mainland China;Hubei;Yichang;zigui;NA;NA;2009;mosquito
JQ937337_mosquito_Chongqing-Yubei_2009;JQ937337;mainland China;Chongqing;Yubei;NA;NA;NA;2009;mosquito
JQ937338_mosquito_Shandong-Dongying_2008-07-29;JQ937338;mainland China;Shandong;Dongying;NA;NA;NA;2008/07/29;mosquito
JQ937339_mosquito_Shandong-Jining_2008;JQ937339;mainland China;Shandong;Jining;NA;NA;NA;2008;mosquito
JQ937340_mosquito_Hubei-Yichang-zigui_2008;JQ937340;mainland China;Hubei;Yichang;zigui;NA;NA;2008;mosquito
JQ937341_mosquito_Chongqing-Yubei_2008;JQ937341;mainland China;Chongqing;Yubei;NA;NA;NA;2008;mosquito
JQ937342_mosquito_Chongqing-Wanzhou_2009;JQ937342;mainland China;Chongqing;Wanzhou;NA;NA;NA;2009;mosquito
JQ937343_mosquito_Hubei-Yichang-zigui_2009;JQ937343;mainland China;Hubei;Yichang;zigui;NA;NA;2009;mosquito
JQ937344_mosquito_Shandong-Jinan_2009;JQ937344;mainland China;Shandong;Jinan;NA;NA;NA;2009;mosquito
JQ937345_mosquito_Shanxi_Linyi_2006;JQ937345;mainland China;Shanxi;Yuncheng;Linyi;NA;NA;2006;mosquito
JQ937346_mosquito_Hubei-Shennongyia-Songbai_2010-07-26;JQ937346;mainland China;Hubei;Shennongyia;Songbai;NA;NA;2010/07/26;mosquito
JQ937347_mosquito_Hubei-Enshi_2010-07-22;JQ937347;mainland China;Hubei;Enshi;NA;NA;NA;2010/07/22;mosquito
JQ937348_mosquito_Yunnan-Jinlong-Jindingtown-Lanping_2005;JQ937348;mainland China;Yunnan;Nujiang Lisu Autonomous Prefecture;Lanping Bai Pumi Autonomous County;NA;NA;2005;mosquito
JQ937349_mosquito_Henan-Nanyang-Tanghe_2006;JQ937349;mainland China;Henan;Nanyang;Tanghe;NA;NA;2006;mosquito
JQ937350_mosquito_Hubei-Jiangling-Baima_2010-07-29;JQ937350;mainland China;Hubei;Jingzhou;Jiangling;NA;NA;2010/07/29;mosquito
JQ937351_mosquito_Yunnan-Fugong_district_2006;JQ937351;mainland China;Yunnan;Nujiang Lisu Autonomous Prefecture;Fugong;NA;NA;2006;mosquito
JQ937353_mosquito_Liaoning-Shifuo-Qianyang_Dandongdonggang_2007;JQ937353;mainland China;Liaoning;Dandong;Donggang;NA;NA;2007;mosquito
JQ937354_mosquito_Liaoning-Dandongdonggang-_2008;JQ937354;mainland China;Liaoning;Dandong;Donggang;NA;NA;2008;mosquito
JQ937355_mosquito_Jiangxi-Shangrao_2009;JQ937355;mainland China;Jiangxi;Shangrao;NA;NA;NA;2009;mosquito
JQ937356_mosquito_Hubei-Suizhou_2010-07-30;JQ937356;mainland China;Hubei;Suizhou;NA;NA;NA;2010/07/30;mosquito
JS-1_mosquito_Jiangsu-Yancheng_2020-06;JS-01;mainland China;Jiangsu;Yancheng;NA;NA;NA;2020/06/01;mosquito
JS-01_swine_Jiangsu-Yancheng_2017-09;JS-01;mainland China;Jiangsu;Yancheng;NA;NA;NA;2017/09/01;swine
JS-03_swine_Jiangsu-Suqian_2020-07;JS-03;mainland China;Jiangsu;Suqian;NA;NA;NA;2020/07/01;swine
JX-01_mosquito_Jiangxi-Ganzhou_2018-08;JX-01;mainland China;Jiangxi;Ganzhou;NA;NA;NA;2018/08/01;mosquito
JX018150_mosquito_South_Korea_2010;JX018150;South Korea;NA;NA;NA;NA;NA;2010;mosquito
JX018153_mosquito_South_Korea_2010;JX018153;South Korea;NA;NA;NA;NA;NA;2010;mosquito
JX018155_mosquito_South_Korea_2010;JX018155;South Korea;NA;NA;NA;NA;NA;2010;mosquito
JX018158_mosquito_South_Korea_2010;JX018158;South Korea;NA;NA;NA;NA;NA;2010;mosquito
JX018161_mosquito_South_Korea_2010;JX018161;South Korea;NA;NA;NA;NA;NA;2010;mosquito
JX018164_mosquito_South_Korea_2010;JX018164;South Korea;NA;NA;NA;NA;NA;2010;mosquito
JX018170_human_India_2007;JX018170;India;NA;NA;NA;NA;NA;2007;human
JX-02_swine_Jiangxi-Ganzhou_2019-07;JX-02;mainland China;Jiangxi;Ganzhou;NA;NA;NA;2019/07/01;swine
JX045833_mosquito_Sichuan-Chengdu-Dujiangyan_2011-03;JX045833;mainland China;Sichuan;Chengdu;Dujiangyan;NA;NA;2011/03/01;mosquito
JX045834_mosquito_Sichuan-Guangan-Wusheng_2011-03;JX045834;mainland China;Sichuan;Guang'an;Wusheng;NA;NA;2011/03/01;mosquito
JX045835_mosquito_Sichuan_Luzhou-Luxian_2011-03;JX045835;mainland China;Sichuan;Luzhou;Lu county;NA;NA;2011/03/01;mosquito
JX045836_mosquito_Sichuan-Nanchong-Pengan_2011-03;JX045836;mainland China;Sichuan;Nanchong;Peng'an;NA;NA;2011/03/01;mosquito
JX045837_mosquito_Sichuan-Chengdu-Pengzhou_2011-03;JX045837;mainland China;Sichuan;Chengdu;Pengzhou;NA;NA;2011/03/01;mosquito
JX045838_mosquito_Sichuan-Yaan-Hanyuan_2011-03;JX045838;mainland China;Sichuan;Ya'an;Hanyuan;NA;NA;2011/03/01;mosquito
JX050152_bat_Hunan-Yueyang_2007;JX050152;mainland China;Hunan;Yueyang;NA;NA;NA;2007;bat
JX050179_human_India_2008-08;JX050179;India;NA;NA;NA;NA;NA;2008/08/01;human
JX072965_human_India_2010;JX072965;India;NA;NA;NA;NA;NA;2010;human
JX514947_mosquito_Guangdong_2011-05;JX514947;mainland China;Guangdong;NA;NA;NA;NA;2011/05/01;mosquito
JX514948_mosquito_Guangdong_2011;JX514948;mainland China;Guangdong;NA;NA;NA;NA;2011;mosquito
JX514950_mosquito_Guangdong_2011;JX514950;mainland China;Guangdong;NA;NA;NA;NA;2011;mosquito
JX514951_mosquito_Guangdong_2011;JX514951;mainland China;Guangdong;NA;NA;NA;NA;2011;mosquito
KC183732_human_Chongqing_2010-08-25;KC183732;mainland China;Chongqing;NA;NA;NA;NA;2010/08/25;human
KC196115_human_Laos_2009-06-30;KC196115;Laos;NA;NA;NA;NA;NA;2009/06/30;human
KC526869_human_India_2011;KC526869;India;NA;NA;NA;NA;NA;2011;human
KC526870_human_India_2011;KC526870;India;NA;NA;NA;NA;NA;2011;human
KC526871_human_India_2012;KC526871;India;NA;NA;NA;NA;NA;2012;human
KC526872_human_India_2011;KC526872;India;NA;NA;NA;NA;NA;2011;human
KC879324_human_India_2012;KC879324;India;NA;NA;NA;NA;NA;2012;human
KC879325_human_India_2012;KC879325;India;NA;NA;NA;NA;NA;2012;human
KC879326_human_India_2012;KC879326;India;NA;NA;NA;NA;NA;2012;human
KC915016_swine_Guizhou_2010-05-08;KC915016;mainland China;Guizhou;NA;NA;NA;NA;2010/05/08;swine
KF192510_mosquito_Thailand_1983;KF192510;Thailand;NA;NA;NA;NA;NA;1983;mosquito
KF297915_swine_Guangdong_2009;KF297915;mainland China;Guangdong;NA;NA;NA;NA;2009;swine
KF297916_swine_Guizhou_2004;KF297916;mainland China;Guizhou;NA;NA;NA;NA;2004;swine
KF528337_human_India_2005;KF528337;India;NA;NA;NA;NA;NA;2005;human
KF528340_human_India_2005;KF528340;India;NA;NA;NA;NA;NA;2005;human
KF528341_human_India_2006;KF528341;India;NA;NA;NA;NA;NA;2006;human
KF528346_human_India_2007;KF528346;India;NA;NA;NA;NA;NA;2007;human
KF528349_human_India_2008;KF528349;India;NA;NA;NA;NA;NA;2008;human
KF528350_human_India_2008;KF528350;India;NA;NA;NA;NA;NA;2008;human
KF528351_human_India_2008;KF528351;India;NA;NA;NA;NA;NA;2008;human
KF528352_human_India_2008;KF528352;India;NA;NA;NA;NA;NA;2008;human
KF528353_human_India_2008;KF528353;India;NA;NA;NA;NA;NA;2008;human
KF528354_human_India_2008;KF528354;India;NA;NA;NA;NA;NA;2008;human
KF528357_human_India_2008;KF528357;India;NA;NA;NA;NA;NA;2008;human
KF528358_human_India_2008;KF528358;India;NA;NA;NA;NA;NA;2008;human
KF528360_human_India_2009;KF528360;India;NA;NA;NA;NA;NA;2009;human
KF528361_human_India_2009;KF528361;India;NA;NA;NA;NA;NA;2009;human
KF528362_human_India_2009;KF528362;India;NA;NA;NA;NA;NA;2009;human
KF528365_human_India_2009;KF528365;India;NA;NA;NA;NA;NA;2009;human
KF667277_mosquito_Taiwan_2009;KF667277;Taiwan;NA;NA;NA;NA;NA;2009;mosquito
KF667278_mosquito_Taiwan_2009;KF667278;Taiwan;NA;NA;NA;NA;NA;2009;mosquito
KF667279_mosquito_Taiwan_2009;KF667279;Taiwan;NA;NA;NA;NA;NA;2009;mosquito
KF667280_mosquito_Taiwan_2009;KF667280;Taiwan;NA;NA;NA;NA;NA;2009;mosquito
KF667281_mosquito_Taiwan_2009;KF667281;Taiwan;NA;NA;NA;NA;NA;2009;mosquito
KF667282_mosquito_Taiwan_2009;KF667282;Taiwan;NA;NA;NA;NA;NA;2009;mosquito
KF667283_mosquito_Taiwan_2009;KF667283;Taiwan;NA;NA;NA;NA;NA;2009;mosquito
KF667284_mosquito_Taiwan_2009;KF667284;Taiwan;NA;NA;NA;NA;NA;2009;mosquito
KF667285_mosquito_Taiwan_2009;KF667285;Taiwan;NA;NA;NA;NA;NA;2009;mosquito
KF667286_mosquito_Taiwan_2009;KF667286;Taiwan;NA;NA;NA;NA;NA;2009;mosquito
KF667287_mosquito_Taiwan_2010;KF667287;Taiwan;NA;NA;NA;NA;NA;2010;mosquito
KF667289_mosquito_Taiwan_2010;KF667289;Taiwan;NA;NA;NA;NA;NA;2010;mosquito
KF667291_mosquito_Taiwan_2010;KF667291;Taiwan;NA;NA;NA;NA;NA;2010;mosquito
KF667292_mosquito_Taiwan_2010;KF667292;Taiwan;NA;NA;NA;NA;NA;2010;mosquito
KF667294_mosquito_Taiwan_2010;KF667294;Taiwan;NA;NA;NA;NA;NA;2010;mosquito
KF667296_mosquito_Taiwan_2011;KF667296;Taiwan;NA;NA;NA;NA;NA;2011;mosquito
KF667297_mosquito_Taiwan_2011;KF667297;Taiwan;NA;NA;NA;NA;NA;2011;mosquito
KF667298_mosquito_Taiwan_2011;KF667298;Taiwan;NA;NA;NA;NA;NA;2011;mosquito
KF667299_mosquito_Taiwan_2011;KF667299;Taiwan;NA;NA;NA;NA;NA;2011;mosquito
KF667300_mosquito_Taiwan_2011;KF667300;Taiwan;NA;NA;NA;NA;NA;2011;mosquito
KF667301_mosquito_Taiwan_2012;KF667301;Taiwan;NA;NA;NA;NA;NA;2012;mosquito
KF667302_mosquito_Taiwan_2012;KF667302;Taiwan;NA;NA;NA;NA;NA;2012;mosquito
KF667303_mosquito_Taiwan_2012;KF667303;Taiwan;NA;NA;NA;NA;NA;2012;mosquito
KF667304_mosquito_Taiwan_2012;KF667304;Taiwan;NA;NA;NA;NA;NA;2012;mosquito
KF667305_mosquito_Taiwan_2012;KF667305;Taiwan;NA;NA;NA;NA;NA;2012;mosquito
KF667306_mosquito_Taiwan_2012;KF667306;Taiwan;NA;NA;NA;NA;NA;2012;mosquito
KF667307_mosquito_Taiwan_2012;KF667307;Taiwan;NA;NA;NA;NA;NA;2012;mosquito
KF667308_mosquito_Taiwan_2012;KF667308;Taiwan;NA;NA;NA;NA;NA;2012;mosquito
KF667309_mosquito_Taiwan_2012;KF667309;Taiwan;NA;NA;NA;NA;NA;2012;mosquito
KF667314_mosquito_Taiwan_2010;KF667314;Taiwan;NA;NA;NA;NA;NA;2010;mosquito
KF667315_mosquito_Taiwan_2009;KF667315;Taiwan;NA;NA;NA;NA;NA;2009;mosquito
KF667318_mosquito_Taiwan_2009;KF667318;Taiwan;NA;NA;NA;NA;NA;2009;mosquito
KF667319_mosquito_Taiwan_2009;KF667319;Taiwan;NA;NA;NA;NA;NA;2009;mosquito
KF667322_mosquito_Taiwan_2011;KF667322;Taiwan;NA;NA;NA;NA;NA;2011;mosquito
KF667323_human_Taiwan_2012;KF667323;Taiwan;NA;NA;NA;NA;NA;2012;human
KF667324_human_Taiwan_2012;KF667324;Taiwan;NA;NA;NA;NA;NA;2012;human
KF667325_mosquito_Taiwan_2012;KF667325;Taiwan;NA;NA;NA;NA;NA;2012;mosquito
KF667326_mosquito_Taiwan_2012;KF667326;Taiwan;NA;NA;NA;NA;NA;2012;mosquito
KF711994_swine_South_Korea_1975;KF711994;South Korea;NA;NA;NA;NA;NA;1975;swine
KJ000029_mosquito_Zhejiang-Xianju_2012-07-02;KJ000029;mainland China;Zhejiang;Taizhou;Xianju;NA;NA;2012/07/02;mosquito
KJ000030_mosquito_Zhejiang-Xianju_2012-07-01;KJ000030;mainland China;Zhejiang;Taizhou;Xianju;NA;NA;2012/07/01;mosquito
KJ000032_mosquito_Zhejiang-Xianju_2012-06-24;KJ000032;mainland China;Zhejiang;Taizhou;Xianju;NA;NA;2012/06/24;mosquito
KJ000033_mosquito_Zhejiang-Xianju_2013-06-27;KJ000033;mainland China;Zhejiang;Taizhou;Xianju;NA;NA;2013/06/27;mosquito
KJ000034_mosquito_Zhejiang-Xianju_2013-06-25;KJ000034;mainland China;Zhejiang;Taizhou;Xianju;NA;NA;2013/06/25;mosquito
