name;ID;country;province;prefecture/city ;county;latitude;longitude;date;host
KJ000035_mosquito_Zhejiang-Xianju_2013-06-28;KJ000035;mainland China;Zhejiang;Taizhou;Xianju;NA;NA;2013/06/28;mosquito
KJ000036_mosquito_Zhejiang-Xianju_2013-06-30;KJ000036;mainland China;Zhejiang;Taizhou;Xianju;NA;NA;2013/06/30;mosquito
KJ000037_mosquito_Zhejiang-Xianju_2013-06-29;KJ000037;mainland China;Zhejiang;Taizhou;Xianju;NA;NA;2013/06/29;mosquito
KJ000038_mosquito_zhejiang-Dinghai_1982-07-05;KJ000038;mainland China;zhejiang;Zhoushan;Dinghai;NA;NA;1982/07/05;mosquito
KJ000039_mosquito_zhejiang-Dinghai_1982-07-05;KJ000039;China;zhejiang;Zhoushan;Dinghai;NA;NA;1982/07/05;mosquito
KJ000040_mosquito_zhejiang-Yiwu_1983-07-13;KJ000040;mainland China;zhejiang;Jinhua;Yiwu;NA;NA;1983/07/13;mosquito
KJ000041_mosquito_zhejiang-Dinghai_1983-07-10;KJ000041;mainland China;zhejiang;Zhoushan;Dinghai;NA;NA;1983/07/10;mosquito
KJ000042_mosquito_zhejiang-Dinghai_1983-07-10;KJ000042;mainland China;zhejiang;Zhoushan;Dinghai;NA;NA;1983/07/10;mosquito
KJ190833_mosquito_Shandong-Jinan-LIcheng_2013;KJ190833;mainland China;Shandong;Jinan;Licheng;NA;NA;2013;mosquito
KJ190834_mosquito_Shandong-Jinan-LIcheng_2013;KJ190834;mainland China;Shandong;Jinan;Licheng;NA;NA;2013;mosquito
KJ190835_mosquito_Shandong-Jinan-LIcheng_2013;KJ190835;mainland China;Shandong;Jinan;Licheng;NA;NA;2013;mosquito
KJ190836_mosquito_Shandong-Kenli_2013;KJ190836;mainland China;Shandong;Dongying;Kenli;NA;NA;2013;mosquito
KJ190837_mosquito_Shandong-Kenli_2013;KJ190837;mainland China;Shandong;Dongying;Kenli;NA;NA;2013;mosquito
KJ190838_mosquito_Shandong-Kenli_2013;KJ190838;mainland China;Shandong;Dongying;Kenli;NA;NA;2013;mosquito
KJ190839_mosquito_Shandong-Dongying-Kenli_2013;KJ190839;mainland China;Shandong;Dongying;Kenli;NA;NA;2013;mosquito
KJ190840_mosquito_Shandong-Kenli_2013;KJ190840;mainland China;Shandong;Dongying;Kenli;NA;NA;2013;mosquito
KJ190841_mosquito_Shandong-Dongying-Kenli_2013;KJ190841;mainland China;Shandong;Dongying;Kenli;NA;NA;2013;mosquito
KJ190842_mosquito_Shandong-Kenli_2013;KJ190842;mainland China;Shandong;Dongying;Kenli;NA;NA;2013;mosquito
KJ190843_mosquito_Shandong-Dongying-Kenli_2013;KJ190843;mainland China;Shandong;Dongying;Kenli;NA;NA;2013;mosquito
KJ190844_mosquito_Shandong-Dongying-Kenli_2013;KJ190844;mainland China;Shandong;Dongying;Kenli;NA;NA;2013;mosquito
KJ190845__mosquito_Shandong-Dongying-Kenli_2013;KJ190845;mainland China;Shandong;Dongying;Kenli;NA;NA;2013;mosquito
KJ190846_mosquito_Shandong-Dongying-Kenli_2013;KJ190846;mainland China;Shandong;Dongying;Kenli;NA;NA;2013;mosquito
KJ190847_mosquito_Shandong-Dongying-Kenli_2013;KJ190847;mainland China;Shandong;Dongying;Kenli;NA;NA;2013;mosquito
KJ190848_mosquito_Shandong-Dongying-Kenli_2013;KJ190848;mainland China;Shandong;Dongying;Kenli;NA;NA;2013;mosquito
KJ190851_mosquito_Shandong-Dongying-Kenli_2013;KJ190851;mainland China;Shandong;Dongying;Kenli;NA;NA;2013;mosquito
KJ190852_mosquito_Shandong-Rongcheng_2013;KJ190852;mainland China;Shandong;Weihai;Rongcheng;NA;NA;2013;mosquito
KJ190853_mosquito_Shandong-Rongcheng_2013;KJ190853;mainland China;Shandong;Weihai;Rongcheng;NA;NA;2013;mosquito
KJ190854_mosquito_Shandong-Rongcheng_2013;KJ190854;mainland China;Shandong;Weihai;Rongcheng;NA;NA;2013;mosquito
KJ190855_mosquito_Shandong-Rongcheng_2013;KJ190855;mainland China;Shandong;Weihai;Rongcheng;NA;NA;2013;mosquito
KJ190857_mosquito_Shandong-Rongcheng_2013;KJ190857;mainland China;Shandong;Weihai;Rongcheng;NA;NA;2013;mosquito
KJ190858_mosquito_Shandong-Rongcheng_2013;KJ190858;mainland China;Shandong;Weihai;Rongcheng;NA;NA;2013;mosquito
KJ190859_mosquito_Shandong-Rongcheng_2013;KJ190859;mainland China;Shandong;Weihai;Rongcheng;NA;NA;2013;mosquito
KJ190861_mosquito_Shandong-Linyi-Junan_2013;KJ190861;mainland China;Shandong;Linyi;Junan;NA;NA;2013;mosquito
KJ190862_mosquito_Shandong-Linyi-Junan_2013;KJ190862;mainland China;Shandong;Linyi;Junan;NA;NA;2013;mosquito
KJ420589_mosquito_South_Korea_2012-08-16;KJ420589;South Korea;NA;NA;NA;NA;NA;2012/08/16;mosquito
KJ420590_mosquito_South_Korea_2012-08-29;KJ420590;South Korea;NA;NA;NA;NA;NA;2012/08/29;mosquito
KJ420591_mosquito_South_Korea_2012-08-29;KJ420591;South Korea;NA;NA;NA;NA;NA;2012/08/29;mosquito
KJ420592_mosquito_South_Korea_2012-09-06;KJ420592;South Korea;NA;NA;NA;NA;NA;2012/09/06;mosquito
KM079080_mosquito_Zhejiang_2013;KM079080;mainland China;Zhejiang;NA;NA;NA;NA;2013;mosquito
KM079081_mosquito_Zhejiang_2013;KM079081;mainland China;Zhejiang;NA;NA;NA;NA;2013;mosquito
KM079083_mosquito_Zhejiang_2013;KM079083;mainland China;Zhejiang;NA;NA;NA;NA;2013;mosquito
KM079084_mosquito_Zhejiang_2013;KM079084;mainland China;Zhejiang;NA;NA;NA;NA;2013;mosquito
KM079085_mosquito_Zhejiang_2013;KM079085;mainland China;Zhejiang;NA;NA;NA;NA;2013;mosquito
KM079086_mosquito_Zhejiang_2013;KM079086;mainland China;Zhejiang;NA;NA;NA;NA;2013;mosquito
KM079174_mosquito_South_Korea_2013;KM079174;South Korea;NA;NA;NA;NA;NA;2013;mosquito
KM496493_mosquito_South_Korea_2013-08-05;KM496493;South Korea;NA;NA;NA;NA;NA;2013/08/05;mosquito
KM496494_mosquito_South_Korea_2013-08-12;KM496494;South Korea;NA;NA;NA;NA;NA;2013/08/12;mosquito
KM496495_mosquito_South_Korea_2013-08-12;KM496495;South Korea;NA;NA;NA;NA;NA;2013/08/12;mosquito
KM496496_mosquito_South_Korea_2013-08-12;KM496496;South Korea;NA;NA;NA;NA;NA;2013/08/12;mosquito
KM496498_mosquito_South_Korea_2013-08-13;KM496498;South Korea;NA;NA;NA;NA;NA;2013/08/13;mosquito
KM496500_mosquito_South_Korea_2013-10-15;KM496500;South Korea;NA;NA;NA;NA;NA;2013/10/15;mosquito
KM496501_mosquito_South_Korea_2013-08-07;KM496501;South Korea;NA;NA;NA;NA;NA;2013/08/07;mosquito
KM496502_mosquito_South_Korea_2013-08-12;KM496502;South Korea;NA;NA;NA;NA;NA;2013/08/12;mosquito
KM496503_mosquito_South_Korea_2013-09-30;KM496503;South Korea;NA;NA;NA;NA;NA;2013/09/30;mosquito
KM496505_mosquito_South_Korea_2011-09-06;KM496505;South Korea;NA;NA;NA;NA;NA;2011/09/06;mosquito
KM496506_mosquito_South_Korea_2011-09-05;KM496506;South Korea;NA;NA;NA;NA;NA;2011/09/05;mosquito
KM496507_mosquito_South_Korea_2011-09-26;KM496507;South Korea;NA;NA;NA;NA;NA;2011/09/26;mosquito
KM576774_mosquito_Zhejiang_2014-07-03;KM576774;mainland China;Zhejiang;NA;NA;NA;NA;2014/07/03;mosquito
KM576775_mosquito_Zhejiang_2014-07-03;KM576775;mainland China;Zhejiang;NA;NA;NA;NA;2014/07/03;mosquito
KM576776_mosquito_Zhejiang_2014-07-03;KM576776;mainland China;Zhejiang;NA;NA;NA;NA;2014/07/03;mosquito
KM576777_mosquito_Zhejiang_2014-07-03;KM576777;mainland China;Zhejiang;NA;NA;NA;NA;2014/07/03;mosquito
KM576778_mosquito_Zhejiang_2014-07-03;KM576778;mainland China;Zhejiang;NA;NA;NA;NA;2014/07/03;mosquito
KM576779_mosquito_Zhejiang_2014-07-03;KM576779;mainland China;Zhejiang;NA;NA;NA;NA;2014/07/03;mosquito
KM658163_swine_Sichuan-Yaan_2012-08;KM658163;mainland China;Sichuan;Ya'an;NA;NA;NA;2012/08/01;swine
KM677246_Tengah_human_Singapore_1952;KM677246;Singapore;NA;NA;NA;NA;NA;1952;human
KM897135_mosquito_Hunan-Huaihua_2013-06-20;KM897135;mainland China;Hunan;Huaihua;NA;NA;NA;2013/06/20;mosquito
KP164498_swine_India_2014-09-08;KP164498;India;NA;NA;NA;NA;NA;2014/09/08;swine
KP216584_mosquito_Yuncheng-Yongji_2012-08;KP216584;mainland China;Shanxi;Yuncheng;Yongji;NA;NA;2012/08/01;mosquito
KP216589_mosquito_Yuncheng-Yongji_2012-08;KP216589;mainland China;Shanxi;Yuncheng;Yongji;NA;NA;2012/08/01;mosquito
KP216590_mosquito_Yuncheng-Yongji_2012-08;KP216590;mainland China;Shanxi;Yuncheng;Yongji;NA;NA;2012/08/01;mosquito
KP216591_mosquito_Yuncheng-Yongji_2012-08;KP216591;mainland China;Shanxi;Yuncheng;Yongji;NA;NA;2012/08/01;mosquito
KP216593_mosquito_Yuncheng-Yongji_2012-08;KP216593;mainland China;Shanxi;Yuncheng;Yongji;NA;NA;2012/08/01;mosquito
KP876007_human_Vietnam_2014;KP876007;Vietnam;NA;NA;NA;NA;NA;2014;human
KR902541_mosquito_Singapore_2011-08;KR902541;Singapore;NA;NA;NA;NA;NA;2011/08/01;mosquito
KT229575_mosquito_Yunnan_2010-08;KT229575;mainland China;Yunnan;NA;NA;NA;NA;2010/08/01;mosquito
KT346354_mosquito_Singapore_2004-06-03;KT346354;Singapore;NA;NA;NA;NA;NA;2004/06/03;mosquito
KT952294_swine_Sichuan-Yaan_2012-08;KT952294;mainland China;Sichuan;Ya'an;NA;NA;NA;2012/08/01;swine
KT952295_swine_Sichuan-Yaan_2012-08;KT952295;mainland China;Sichuan;Ya'an;NA;NA;NA;2012/08/01;swine
KT952296_swine_Sichuan-Yaan_2012-08;KT952296;mainland China;Sichuan;Ya'an;NA;NA;NA;2012/08/01;swine
KU168745_mosquito_Shanghai-Jiading_2014;KU168745;mainland China;;Shanghai;Jiading;NA;NA;2014;mosquito
KU295054_mosquito_Yunnan-Dali_1977-08;KU295054;mainland China;Yunnan;Dali Bai Autonomous Prefecture;Dali;NA;NA;1977/08/01;mosquito
KU295055_mosquito_Yunnan-Jinghong_1982-07;KU295055;mainland China;Yunnan;Xishuangbanna Dai Autonomous Prefecture;Jinghong;NA;NA;1982/07/01;mosquito
KU295056_mosquito_Yunnan-Tengchong_2007-07;KU295056;mainland China;Yunnan;Baoshan;Tengchong;NA;NA;2007/07/01;mosquito
KU295057_mosquito_Yunnan-Tengchong_2007-07;KU295057;mainland China;Yunnan;Baoshan;Tengchong;NA;NA;2007/07/01;mosquito
KU295058_mosquitoe_Yunnan-Tengchong_2007-07;KU295058;mainland China;Yunnan;Baoshan;Tengchong;NA;NA;2007/07/01;mosquitoe
KU295059_mosquito_Yunnan-Tengchong_2007-07;KU295059;mainland China;Yunnan;Baoshan;Tengchong;NA;NA;2007/07/01;mosquito
KU295060_mosquito_Yunnan-Tengchong_2007-07;KU295060;mainland China;Yunnan;Baoshan;Tengchong;NA;NA;2007/07/01;mosquito
KU295061_mosquito_Yunnan-Tengchong_2007-07;KU295061;mainland China;Yunnan;Baoshan;Tengchong;NA;NA;2007/07/01;mosquito
KU295063_mosquito_Yunnan-Tengchong_2007-07;KU295063;mainland China;Yunnan;Baoshan;Tengchong;NA;NA;2007/07/01;mosquito
KU295064_mosquito_Yunnan-Tengchong_2007;KU295064;mainland China;Yunnan;Baoshan;Tengchong;NA;NA;2007;mosquito
KU295065_mosquito_Yunnan-Tengchong_2007;KU295065;mainland China;Yunnan;Baoshan;Tengchong;NA;NA;2007;mosquito
KU295066_mosquito_Yunnan-Tengchong_2007;KU295066;mainland China;Yunnan;Baoshan;Tengchong;NA;NA;2007;mosquito
KU295067_mosquito_Yunnan-Tengchong_2007;KU295067;mainland China;Yunnan;Baoshan;Tengchong;NA;NA;2007;mosquito
KU295068_mosquito_Yunnan-Tengchong_2007;KU295068;mainland China;Yunnan;Baoshan;Tengchong;NA;NA;2007;mosquito
KU295069_mosquito_Yunnan-Tengchong_2007;KU295069;mainland China;Yunnan;Baoshan;Tengchong;NA;NA;2007;mosquito
KU295071_mosquito_Yunnan-Tengchong_2007;KU295071;mainland China;Yunnan;Baoshan;Tengchong;NA;NA;2007;mosquito
KU295074_mosquito_Yunnan-Tengchong_2007;KU295074;mainland China;Yunnan;Baoshan;Tengchong;NA;NA;2007;mosquito
KU295075_mosquito_Yunnan-Tengchong_2009;KU295075;mainland China;Yunnan;Baoshan;Tengchong;NA;NA;2009;mosquito
KU295076_mosquito_Yunnan-Zhaotong_2009-07;KU295076;mainland China;Yunnan;Zhaotong;NA;NA;NA;2009/07/01;mosquito
KU295077_mosquito_Yunnan-Mile_2009-07;KU295077;mainland China;Yunnan;Honghe Hani and Yi Autonomous Prefecture;Mile;NA;NA;2009/07/01;mosquito
KU295078_mosquito_Yunnan-Mile_2009-07;KU295078;mainland China;Yunnan;Honghe Hani and Yi Autonomous Prefecture;Mile;NA;NA;2009/07/01;mosquito
KU295079_mosquito_Yunnan-Mile_2009-07;KU295079;mainland China;Yunnan;Honghe Hani and Yi Autonomous Prefecture;Mile;NA;NA;2009/07/01;mosquito
KU295080_mosquito_Yunnan-Mile_2009-07;KU295080;mainland China;Yunnan;Honghe Hani and Yi Autonomous Prefecture;Mile;NA;NA;2009/07/01;mosquito
KU295081_mosquito_Yunnan-Mile_2009-07;KU295081;mainland China;Yunnan;Honghe Hani and Yi Autonomous Prefecture;Mile;NA;NA;2009/07/01;mosquito
KU295082_mosquito_Yunan-Lvchun_2009-07;KU295082;mainland China;Yunan;Honghe Hani and Yi Autonomous Prefecture;Lvchun;NA;NA;2009/07/01;mosquito
KU295083_mosquito_Yunnan-Mile_2009-07;KU295083;mainland China;Yunnan;Honghe Hani and Yi Autonomous Prefecture;Mile;NA;NA;2009/07/01;mosquito
KU295084_mosquito_Yunnan-Mile_2009-07;KU295084;mainland China;Yunnan;Honghe Hani and Yi Autonomous Prefecture;Mile;NA;NA;2009/07/01;mosquito
KU295085_mosquito_Mangshi_2010;KU295085;mainland China;Yunnan;Dehong Dai Jingpo Autonomous Prefecture;Mangshi;NA;NA;2010;mosquito
KU295086_mosquito_Ruili_2010;KU295086;mainland China;Yunnan;Dehong Dai Jingpo Autonomous Prefecture;Ruili;NA;NA;2010;mosquito
KU295087_mosquito_Mangshi_2010;KU295087;mainland China;Yunnan;Dehong Dai Jingpo Autonomous Prefecture;Mangshi;NA;NA;2010;mosquito
KU295088_mosquito_Mangshi_2010;KU295088;mainland China;Yunnan;Dehong Dai Jingpo Autonomous Prefecture;Mangshi;NA;NA;2010;mosquito
KU295089_mosquito_Mangshi_2010;KU295089;mainland China;Yunnan;Dehong Dai Jingpo Autonomous Prefecture;Mangshi;NA;NA;2010;mosquito
KU295090_mosquito_Mangshi_2010;KU295090;mainland China;Yunnan;Dehong Dai Jingpo Autonomous Prefecture;Mangshi;NA;NA;2010;mosquito
KU295091_mosquito_Ruili_2010;KU295091;mainland China;Yunnan;Dehong Dai Jingpo Autonomous Prefecture;Ruili;NA;NA;2010;mosquito
KU295092_mosquito_Ruili_2010;KU295092;mainland China;Yunnan;Dehong Dai Jingpo Autonomous Prefecture;Ruili;NA;NA;2010;mosquito
KU295093_mosquito_Mangshi_2010;KU295093;mainland China;Yunnan;Dehong Dai Jingpo Autonomous Prefecture;Mangshi;NA;NA;2010;mosquito
KU295094_mosquito_Yunnan-Ruili_2010;KU295094;mainland China;Yunnan;Dehong Dai Jingpo Autonomous Prefecture;Ruili;NA;NA;2010;mosquito
KU295096_mosquito_Yunnan-Mangshi_2010;KU295096;mainland China;Yunnan;Dehong Dai Jingpo Autonomous Prefecture;Mangshi;NA;NA;2010;mosquito
KU295099_mosquito_Yingjiang_2010-08;KU295099;mainland China;Yunnan;Dehong Dai Jingpo Autonomous Prefecture;Yingjiang;NA;NA;2010/08/01;mosquito
KU295100_mosquito_Yunnna-Mangshi_2010;KU295100;mainland China;Yunnna;Dehong Dai Jingpo Autonomous Prefecture;Mangshi;NA;NA;2010;mosquito
KU295101_human_Yunnan-Xiangyun_1978_1978;KU295101;mainland China;Yunnan;Dali Bai Autonomous Prefecture;Xiangyun;NA;NA;1978;human
KU295102_bat_Yunnan-Hekou_1990-07;KU295102;mainland China;Yunnan;Honghe Hani and Yi Autonomous Prefecture;Hekou;NA;NA;1990/07/01;bat
KU295103_bat_Yunnan-Hekou_1990-07;KU295103;mainland China;Yunnan;Honghe Hani and Yi Autonomous Prefecture;Hekou;NA;NA;1990/07/01;bat
KU295104_bat_Yunnan-Gengma_1997-05;KU295104;mainland China;Yunnan;Lincang;Gengma;NA;NA;1997/05/01;bat
KU295105_bird_Yunnan-Zhaotong_1987-04;KU295105;mainland China;Yunnan;Zhaotong;NA;NA;NA;1987/04/01;bird
KU295106_mosquito_Yunnan-Menglian_1983-08;KU295106;mainland China;Yunnan;Pu'er;Menglian;NA;NA;1983/08/01;mosquito
KU295107_mosquito_Yunnan-Jinghong_1981-07;KU295107;mainland China;Yunnan;Xishuangbanna Dai Autonomous Prefecture;Jinghong;NA;NA;1981/07/01;mosquito
KU295108_mosuito_Yunnan-Mengla_1982-08;KU295108;mainland China;Yunnan;Xishuangbanna Dai Autonomous Prefecture;Mengla;NA;NA;1982/08/01;mosuito
KU295109_mosuito_Yunnan-Mengla_1982-08;KU295109;mainland China;Yunnan;Xishuangbanna Dai Autonomous Prefecture;Mengla;NA;NA;1982/08/01;mosuito
KU295110_mosquito_Yunnan-Shuangjiang_1986-08;KU295110;mainland China;Yunnan;Lincang;Shuangjiang;NA;NA;1986/08/01;mosquito
KU295111_mosuito_Yunnan-Yingjiang_1989-08;KU295111;mainland China;Yunnan;Dehong Dai Jingpo Autonomous Prefecture;Yingjiang;NA;NA;1989/08/01;mosuito
KU295112_mosuito_Yunnan-Ruili_1989-08;KU295112;mainland China;Yunnan;Dehong Dai Jingpo Autonomous Prefecture;Ruili;NA;NA;1989/08/01;mosuito
KU295113_mosquito_Yunnan-Yingjiang_1989-08;KU295113;mainland China;Yunnan;Dehong Dai Jingpo Autonomous Prefecture;Yingjiang;NA;NA;1989/08/01;mosquito
KU295114_mosuito_Yunnan-Jinghong_2003-12;KU295114;mainland China;Yunnan;Xishuangbanna Dai Autonomous Prefecture;Jinghong;NA;NA;2003/12/01;mosuito
KU295115_mosquito_Yunnan-Midu_2004-08;KU295115;mainland China;Yunnan;Dali Bai Autonomous Prefecture;Midu;NA;NA;2004/08/01;mosquito
KU295116_mosuito_Yunnan-Eryuan_2004-08;KU295116;mainland China;Yunnan;Dali Bai Autonomous Prefecture;Eryuan;NA;NA;2004/08/01;mosuito
KU351667_mosquito_Sichuan-Chongzhou_2010-08-12;KU351667;mainland China;Sichuan;Chongzhou;NA;NA;NA;2010/08/12;mosquito
KU351668_swine_Sichuan_2015-08-25;KU351668;mainland China;Sichuan;NA;NA;NA;NA;2015/08/25;swine
KU363309_swine_Sichuan-Chengdu_2013-08-11;KU363309;mainland China;Sichuan;Chengdu;NA;NA;NA;2013/08/11;swine
KU705224_mosquito_South_Korea_1991-08;KU705224;South Korea;NA;NA;NA;NA;NA;1991/08;mosquito
KU705225_mosquito_Yunan_1977;KU705225;mainland China;Yunan;NA;NA;NA;NA;1977;mosquito
KU705228_human_Vietnam_1979;KU705228;Vietnam;NA;NA;NA;NA;NA;1979;human
KX118441_mosquito_Jiangsu-Lianyungang-Xuzhuang_2015-08;KX118441;mainland China;Jiangsu;Lianyungang;Xuzhuang;NA;NA;2015/08;mosquito
KX118442_mosquito_Jiangsu-Lianyungang-Xuzhuang_2015-08;KX118442;mainland China;Jiangsu;Lianyungang;Xuzhuang;NA;NA;2015/08;mosquito
KX118443_mosquito_Jiangsu-Lianyungang-Xiaogaozhuang_2015-08;KX118443;mainland China;Jiangsu;Lianyungang;Xiaogaozhuang;NA;NA;2015/08;mosquito
KX118444_mosquito_Jiangsu-Lianyungang-Xintan_2015-08;KX118444;mainland China;Jiangsu;Lianyungang;Xintan;NA;NA;2015/08;mosquito
KX275302_human_India_2015-06-30;KX275302;India;NA;NA;NA;NA;NA;30/06/2015;human
KX357114_mosquito_Jiangsu-Lianyungang_2015-08;KX357114;mainland China;Jiangsu;Lianyungang;NA;NA;NA;2015/08;mosquito
KX774636_mosquito_Hunan-Yueyang-Miluo_2015-04-07;KX774636;mainland China;Hunan;Yueyang;Miluo;NA;NA;2015/04/07;mosquito
KX779520_swine_Sichuan_2016-02-12;KX779520;mainland China;Sichuan;NA;NA;NA;NA;2016/02/12;swine
KX945367_human_Angola_2016-03-16;KX945367;Angola;NA;NA;NA;NA;NA;2016/03/16;human
KY078827_mosquito_Shanxi-Yuncheng_2015-08;KY078827;mainland China;Shanxi;Yuncheng;NA;NA;NA;2015/08;mosquito
KY078828_mosquito_Shanxi-Yuncheng_2015-08;KY078828;mainland China;Shanxi;Yuncheng;NA;NA;NA;2015/08;mosquito
KY083679_human_India_2011-2013;KY083679;India;NA;NA;NA;NA;NA;2011-2013;human
KY083680_human_India_2011-2013;KY083680;India;NA;NA;NA;NA;NA;2011-2013;human
KY083682_human_India_2011-2013;KY083682;India;NA;NA;NA;NA;NA;2011-2013;human
KY083684_human_India_2011-2013;KY083684;India;NA;NA;NA;NA;NA;2011-2013;human
KY083685_human_India_2011-2013;KY083685;India;NA;NA;NA;NA;NA;2011-2013;human
KY313827_bovine_Myanmar_2010-07;KY313827;Myanmar;NA;NA;NA;NA;NA;2010/07;bovine
KY650725_mosquito_Zhejiang_1983-07-13;KY650725;mainland China;Zhejiang;NA;NA;NA;NA;1983/07/13;mosquito
KY807144_swine_Guangxi-Fangchenggang_2016-05-01;KY807144;mainland China;Guangxi;Fangchenggang;NA;NA;NA;2016/05/01;swine
KY885009_IU_Beijing_2015;KY885009;mainland China;;Beijing;NA;NA;NA;2015;NA
KY927814_swine_Cambodia_2015-09-09;KY927814;Cambodia;NA;NA;NA;NA;NA;2015/09/09;swine
KY927815_mosquito_Cambodia_2014-09-12;KY927815;Cambodia;NA;NA;NA;NA;NA;2014/09/12;mosquito
KY927816_human_Cambodia_2015-07-07;KY927816;Cambodia;NA;NA;NA;NA;NA;2015/07/07;human
KY927817_swine_Cambodia_2015-07-10;KY927817;Cambodia;NA;NA;NA;NA;NA;2015/07/10;swine
KY927819_human_Cambodia_2013-05-19;KY927819;Cambodia;NA;NA;NA;NA;NA;2013/05/19;human
KY927860_mosquito_Hunan-Yueyang_2015-04-07;KY927860;mainland China;Hunan;Yueyang;NA;NA;NA;2015/04/07;mosquito
KY927861_swine_Hunan-Yueyang_2015-04-07;KY927861;mainland China;Hunan;Yueyang;NA;NA;NA;2015/04/07;swine
L43566_human_Australia_1995;L43566;Australia;NA;NA;NA;NA;NA;1995;human
L47350_mosquito_Australia_1995;L47350;Australia;NA;NA;NA;NA;NA;1995;mosquito
L48961_human_Beijing_1949;L48961;mainland China;;Beijing;NA;NA;NA;1949;human
L78128_human_Taiwan_1965;L78128;Taiwan;NA;NA;NA;NA;NA;1965;human
LC000631_human_Vietnam_1964;LC000631;Vietnam;NA;NA;NA;NA;NA;1964;human
LC000632_human_Vietnam_1964;LC000632;Vietnam;NA;NA;NA;NA;NA;1964;human
LC000633_human_Vietnam_1964;LC000633;Vietnam;NA;NA;NA;NA;NA;1964;human
LC000634_human_Vietnam_2007;LC000634;Vietnam;NA;NA;NA;NA;NA;2007;human
LC000635_mosquito_Vietnam_2010;LC000635;Vietnam;NA;NA;NA;NA;NA;2010;mosquito
LC000636_mosquito_Vietnam_2010;LC000636;Vietnam;NA;NA;NA;NA;NA;2010;mosquito
LC000637_mosquito_Vietnam_2011;LC000637;Vietnam;NA;NA;NA;NA;NA;2011;mosquito
LC075515_swine_Japan_2015-07-13;LC075515;Japan;NA;NA;NA;NA;NA;2015/07/13;swine
LC079039_swine_Japan_2014-08-04;LC079039;Japan;NA;NA;NA;NA;NA;2014/08/04;swine
LC095819_swine_Japan_2001-07-17;LC095819;Japan;NA;NA;NA;NA;NA;2001/07/17;swine
LC095820_swine_Japan_2001-07-17;LC095820;Japan;NA;NA;NA;NA;NA;2001/07/17;swine
LC095823_swine_Japan_2001-07-25;LC095823;Japan;NA;NA;NA;NA;NA;2001/07/25;swine
LC095825_swine_Japan_2001-07-25;LC095825;Japan;NA;NA;NA;NA;NA;2001/07/25;swine
LC095826_swine_Japan_2001-07-25;LC095826;Japan;NA;NA;NA;NA;NA;2001/07/25;swine
LC095828_swine_Japan_2003-08-04;LC095828;Japan;NA;NA;NA;NA;NA;2003/08/04;swine
LC095829_swine_Japan_2003-08-04;LC095829;Japan;NA;NA;NA;NA;NA;2003/08/04;swine
LC095831_swine_Japan_2004-08-06;LC095831;Japan;NA;NA;NA;NA;NA;2004/08/06;swine
LC095832_swine_Japan_2004-08-10;LC095832;Japan;NA;NA;NA;NA;NA;2004/08/10;swine
LC095833_swine_Japan_2005-07-26;LC095833;Japan;NA;NA;NA;NA;NA;2005/07/26;swine
LC095834_swine_Japan_2005-07-26;LC095834;Japan;NA;NA;NA;NA;NA;2005/07/26;swine
LC095837_swine_Japan_2005-08-17;LC095837;Japan;NA;NA;NA;NA;NA;2005/08/17;swine
LC095838_swine_Japan_2006-08-08;LC095838;Japan;NA;NA;NA;NA;NA;2006/08/08;swine
LC095840_swine_Japan_2007-07-07;LC095840;Japan;NA;NA;NA;NA;NA;2007/07/07;swine
LC095841_mosquito_Japan_2008-08-20;LC095841;Japan;NA;NA;NA;NA;NA;2008/08/20;mosquito
LC095843_mosquito_Japan_2008-08-20;LC095843;Japan;NA;NA;NA;NA;NA;2008/08/20;mosquito
LC095844_mosquito_Japan_2008-08-20;LC095844;Japan;NA;NA;NA;NA;NA;2008/08/20;mosquito
LC095848_swine_Japan_2009-07-28;LC095848;Japan;NA;NA;NA;NA;NA;2009/07/28;swine
LC095850_mosquito_Japan_2009-08-24;LC095850;Japan;NA;NA;NA;NA;NA;2009/08/24;mosquito
LC095851_swine_Japan_2010-08-03;LC095851;Japan;NA;NA;NA;NA;NA;2010/08/03;swine
LC095852_swine_Japan_2010-08-03;LC095852;Japan;NA;NA;NA;NA;NA;2010/08/03;swine
LC095853_swine_Japan_2010-08-19;LC095853;Japan;NA;NA;NA;NA;NA;2010/08/19;swine
LC095854_swine_Japan_2011-08-05;LC095854;Japan;NA;NA;NA;NA;NA;2011/08/05;swine
LC095855_swine_Japan_2011-08-05;LC095855;Japan;NA;NA;NA;NA;NA;2011/08/05;swine
LC095856_swine_Japan_2011-08-18;LC095856;Japan;NA;NA;NA;NA;NA;2011/08/18;swine
LC095857_swine_Japan_2012-08-07;LC095857;Japan;NA;NA;NA;NA;NA;2012/08/07;swine
LC095858_swine_Japan_2012-08-13;LC095858;Japan;NA;NA;NA;NA;NA;2012/08/13;swine
LC095859_swine_Japan_2012-08-13;LC095859;Japan;NA;NA;NA;NA;NA;2012/08/13;swine
LC095860_swine_Japan_2012-08-07;LC095860;Japan;NA;NA;NA;NA;NA;2012/08/07;swine
LC095861_swine_Japan_2012-08-21;LC095861;Japan;NA;NA;NA;NA;NA;2012/08/21;swine
LC095862_swine_Japan_2013-07-23;LC095862;Japan;NA;NA;NA;NA;NA;2013/07/23;swine
LC095863_swine_Japan_2013-08-13;LC095863;Japan;NA;NA;NA;NA;NA;2013/08/13;swine
